SalesOrderNumber_CY,OrderDate,SalesPerson,SalesRegion,SalesProvince,SalesCity,SalesPostalCode,CustomerCode,CustomerName,CustomerRegion,CustomerProvince,CustomerCity,CustomerPostalCode,ProductCategory,ProductSubCategory,ProductName,ProductCode,UnitCost_CY,UnitPrice_CY,UnitPriceDiscount_CY,OrderQty_CY,UnitFreightCost_CY,ActualSales_CY,COGS_CY,FrontMargin_CY,GrossMargin_CY,IsPromo_CY,SalesOrderNumber_LY,UnitCost_LY,UnitPrice_LY,UnitPriceDiscount_LY,OrderQty_LY,UnitFreightCost_LY,ActualSales_LY,COGS_LY,FrontMargin_LY,GrossMargin_LY,IsPromo_LY
SO48026,2006-11-01,Michael Blythe,United States,Michigan,Detroit,48226,AW00029724,Lease-a-Bike Shop,United States,Connecticut,Milford,6460,Components,Road Frames,"LL Road Frame - Red, 48",FR-R38R-48,187.1571,337.22,0.0,6.0,42.3136,2023.3200000000002,1122.9426,900.3774000000001,646.4958000000001,0.0,SO44531,187.1571,337.22,0.0,1.0,34.3351,337.22,187.1571,150.0629,115.72780000000002,0.0
SO48026,2006-11-01,Michael Blythe,United States,Michigan,Detroit,48226,AW00029724,Lease-a-Bike Shop,United States,Connecticut,Milford,6460,Components,Road Frames,"LL Road Frame - Red, 52",FR-R38R-52,187.1571,337.22,0.0,1.0,42.3136,337.22,187.1571,150.0629,107.7493,0.0,SO44531,187.1571,337.22,0.0,1.0,34.3351,337.22,187.1571,150.0629,115.72780000000002,0.0
SO48026,2006-11-01,Michael Blythe,United States,Michigan,Detroit,48226,AW00029724,Lease-a-Bike Shop,United States,Connecticut,Milford,6460,Bikes,Road Bikes,"Road-650 Black, 52",BK-R50B-52,486.7066,782.99,0.0,6.0,42.3136,4697.9400000000005,2920.2396,1777.7004000000006,1523.8188000000007,0.0,SO44531,486.7066,782.99,0.0,3.0,34.3351,2348.9700000000003,1460.1198,888.8502000000003,785.8449000000003,0.0
SO48026,2006-11-01,Michael Blythe,United States,Michigan,Detroit,48226,AW00029724,Lease-a-Bike Shop,United States,Connecticut,Milford,6460,Components,Road Frames,"HL Road Frame - Red, 44",FR-R92R-44,868.6342,1431.5,0.0,2.0,42.3136,2863.0,1737.2684,1125.7316,1041.1044000000002,0.0,SO44531,868.6342,1431.5,0.0,1.0,34.3351,1431.5,868.6342,562.8658,528.5307,0.0
SO48026,2006-11-01,Michael Blythe,United States,Michigan,Detroit,48226,AW00029724,Lease-a-Bike Shop,United States,Connecticut,Milford,6460,Bikes,Road Bikes,"Road-650 Black, 48",BK-R50B-48,486.7066,782.99,0.0,1.0,42.3136,782.99,486.7066,296.28340000000003,253.96980000000002,0.0,SO44531,486.7066,782.99,0.0,1.0,34.3351,782.99,486.7066,296.28340000000003,261.9483,0.0
SO48026,2006-11-01,Michael Blythe,United States,Michigan,Detroit,48226,AW00029724,Lease-a-Bike Shop,United States,Connecticut,Milford,6460,Components,Road Frames,"LL Road Frame - Red, 44",FR-R38R-44,187.1571,337.22,0.0,1.0,42.3136,337.22,187.1571,150.0629,107.7493,0.0,SO44531,187.1571,337.22,0.0,1.0,34.3351,337.22,187.1571,150.0629,115.72780000000002,0.0
SO48026,2006-11-01,Michael Blythe,United States,Michigan,Detroit,48226,AW00029724,Lease-a-Bike Shop,United States,Connecticut,Milford,6460,Bikes,Road Bikes,"Road-650 Red, 44",BK-R50R-44,486.7066,782.99,0.0,3.0,42.3136,2348.9700000000003,1460.1198,888.8502000000003,761.9094000000003,0.0,SO44531,486.7066,782.99,0.0,3.0,34.3351,2348.9700000000003,1460.1198,888.8502000000003,785.8449000000003,0.0
SO48026,2006-11-01,Michael Blythe,United States,Michigan,Detroit,48226,AW00029724,Lease-a-Bike Shop,United States,Connecticut,Milford,6460,Components,Road Frames,"HL Road Frame - Red, 62",FR-R92R-62,868.6342,1431.5,0.0,1.0,42.3136,1431.5,868.6342,562.8658,520.5522000000001,0.0,SO44531,868.6342,1431.5,0.0,1.0,34.3351,1431.5,868.6342,562.8658,528.5307,0.0
SO48026,2006-11-01,Michael Blythe,United States,Michigan,Detroit,48226,AW00029724,Lease-a-Bike Shop,United States,Connecticut,Milford,6460,Components,Road Frames,"LL Road Frame - Red, 60",FR-R38R-60,187.1571,337.22,0.0,2.0,42.3136,674.44,374.3142,300.1258,215.4986,0.0,SO44531,187.1571,337.22,0.0,1.0,34.3351,337.22,187.1571,150.0629,115.72780000000002,0.0
SO48026,2006-11-01,Michael Blythe,United States,Michigan,Detroit,48226,AW00029724,Lease-a-Bike Shop,United States,Connecticut,Milford,6460,Components,Road Frames,"LL Road Frame - Black, 52",FR-R38B-52,204.6251,337.22,0.0,1.0,42.3136,337.22,204.6251,132.59490000000002,90.28130000000002,0.0,SO44531,204.6251,337.22,0.0,1.0,34.3351,337.22,204.6251,132.59490000000002,98.25980000000003,0.0
SO48026,2006-11-01,Michael Blythe,United States,Michigan,Detroit,48226,AW00029724,Lease-a-Bike Shop,United States,Connecticut,Milford,6460,Components,Road Frames,"LL Road Frame - Black, 44",FR-R38B-44,204.6251,337.22,0.0,1.0,42.3136,337.22,204.6251,132.59490000000002,90.28130000000002,0.0,SO44531,204.6251,337.22,0.0,1.0,34.3351,337.22,204.6251,132.59490000000002,98.25980000000003,0.0
SO48043,2006-11-01,Shu Ito,United States,California,San Francisco,94109,AW00029716,Farthermost Bike Shop,United States,California,Carson,90746,Components,Road Frames,"LL Road Frame - Red, 44",FR-R38R-44,187.1571,337.22,0.0,6.0,63.6429,2023.3200000000002,1122.9426,900.3774000000001,518.5200000000001,0.0,SO44538,187.1571,337.22,0.0,3.0,49.6647,1011.6600000000001,561.4713,450.18870000000004,301.19460000000004,0.0
SO48043,2006-11-01,Shu Ito,United States,California,San Francisco,94109,AW00029716,Farthermost Bike Shop,United States,California,Carson,90746,Bikes,Road Bikes,"Road-650 Red, 52",BK-R50R-52,486.7066,782.99,0.0,7.0,63.6429,5480.93,3406.9462,2073.9838000000004,1628.4835000000005,0.0,SO44538,486.7066,782.99,0.0,3.0,49.6647,2348.9700000000003,1460.1198,888.8502000000003,739.8561000000003,0.0
SO48043,2006-11-01,Shu Ito,United States,California,San Francisco,94109,AW00029716,Farthermost Bike Shop,United States,California,Carson,90746,Bikes,Road Bikes,"Road-650 Black, 52",BK-R50B-52,486.7066,782.99,0.0,3.0,63.6429,2348.9700000000003,1460.1198,888.8502000000003,697.9215000000004,0.0,SO44538,486.7066,782.99,0.0,5.0,49.6647,3914.95,2433.533,1481.417,1233.0935,0.0
SO48043,2006-11-01,Shu Ito,United States,California,San Francisco,94109,AW00029716,Farthermost Bike Shop,United States,California,Carson,90746,Bikes,Road Bikes,"Road-650 Red, 60",BK-R50R-60,486.7066,782.99,0.0,6.0,63.6429,4697.9400000000005,2920.2396,1777.7004000000006,1395.8430000000008,0.0,SO44538,486.7066,782.99,0.0,3.0,49.6647,2348.9700000000003,1460.1198,888.8502000000003,739.8561000000003,0.0
SO48043,2006-11-01,Shu Ito,United States,California,San Francisco,94109,AW00029716,Farthermost Bike Shop,United States,California,Carson,90746,Accessories,Helmets,"Sport-100 Helmet, Black",HL-U509,13.0863,34.99,0.0,4.0,63.6429,139.96,52.3452,87.6148,-166.9568,0.0,SO44538,13.0863,34.99,0.0,2.0,49.6647,69.98,26.1726,43.8074,-55.522000000000006,0.0
SO48043,2006-11-01,Shu Ito,United States,California,San Francisco,94109,AW00029716,Farthermost Bike Shop,United States,California,Carson,90746,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",LJ-0192-L,38.4923,49.99,0.0,4.0,63.6429,199.96,153.9692,45.99080000000001,-208.58079999999998,0.0,SO44538,38.4923,49.99,0.0,1.0,49.6647,49.99,38.4923,11.497700000000002,-38.167,0.0
SO48043,2006-11-01,Shu Ito,United States,California,San Francisco,94109,AW00029716,Farthermost Bike Shop,United States,California,Carson,90746,Components,Road Frames,"LL Road Frame - Black, 52",FR-R38B-52,204.6251,337.22,0.0,4.0,63.6429,1348.88,818.5004,530.3796000000001,275.8080000000001,0.0,SO44538,204.6251,337.22,0.0,6.0,49.6647,2023.3200000000002,1227.7506,795.5694000000001,497.5812000000001,0.0
SO48043,2006-11-01,Shu Ito,United States,California,San Francisco,94109,AW00029716,Farthermost Bike Shop,United States,California,Carson,90746,Accessories,Helmets,"Sport-100 Helmet, Red",HL-U509-R,13.0863,34.99,0.0,8.0,63.6429,279.92,104.6904,175.2296,-333.9136,0.0,SO44538,13.0863,34.99,0.0,1.0,49.6647,34.99,13.0863,21.9037,-27.761000000000003,0.0
SO48043,2006-11-01,Shu Ito,United States,California,San Francisco,94109,AW00029716,Farthermost Bike Shop,United States,California,Carson,90746,Bikes,Road Bikes,"Road-650 Black, 44",BK-R50B-44,486.7066,782.99,0.0,2.0,63.6429,1565.98,973.4132,592.5668000000001,465.28100000000006,0.0,SO44538,486.7066,782.99,0.0,1.0,49.6647,782.99,486.7066,296.28340000000003,246.61870000000002,0.0
SO48043,2006-11-01,Shu Ito,United States,California,San Francisco,94109,AW00029716,Farthermost Bike Shop,United States,California,Carson,90746,Components,Road Frames,"LL Road Frame - Red, 48",FR-R38R-48,187.1571,337.22,0.0,2.0,63.6429,674.44,374.3142,300.1258,172.84000000000003,0.0,SO44538,187.1571,337.22,0.0,5.0,49.6647,1686.1000000000001,935.7855000000001,750.3145000000001,501.99100000000004,0.0
SO48043,2006-11-01,Shu Ito,United States,California,San Francisco,94109,AW00029716,Farthermost Bike Shop,United States,California,Carson,90746,Components,Road Frames,"LL Road Frame - Red, 62",FR-R38R-62,187.1571,337.22,0.0,2.0,63.6429,674.44,374.3142,300.1258,172.84000000000003,0.0,SO44538,187.1571,337.22,0.0,3.0,49.6647,1011.6600000000001,561.4713,450.18870000000004,301.19460000000004,0.0
SO48043,2006-11-01,Shu Ito,United States,California,San Francisco,94109,AW00029716,Farthermost Bike Shop,United States,California,Carson,90746,Bikes,Road Bikes,"Road-650 Red, 44",BK-R50R-44,486.7066,782.99,0.0,5.0,63.6429,3914.95,2433.533,1481.417,1163.2024999999999,0.0,SO44538,486.7066,782.99,0.0,2.0,49.6647,1565.98,973.4132,592.5668000000001,493.23740000000004,0.0
SO48043,2006-11-01,Shu Ito,United States,California,San Francisco,94109,AW00029716,Farthermost Bike Shop,United States,California,Carson,90746,Bikes,Road Bikes,"Road-650 Red, 62",BK-R50R-62,486.7066,782.99,0.0,3.0,63.6429,2348.9700000000003,1460.1198,888.8502000000003,697.9215000000004,0.0,SO44538,486.7066,782.99,0.0,1.0,49.6647,782.99,486.7066,296.28340000000003,246.61870000000002,0.0
SO48043,2006-11-01,Shu Ito,United States,California,San Francisco,94109,AW00029716,Farthermost Bike Shop,United States,California,Carson,90746,Components,Road Frames,"LL Road Frame - Red, 60",FR-R38R-60,187.1571,337.22,0.0,3.0,63.6429,1011.6600000000001,561.4713,450.18870000000004,259.26000000000005,0.0,SO44538,187.1571,337.22,0.0,2.0,49.6647,674.44,374.3142,300.1258,200.7964,0.0
SO48043,2006-11-01,Shu Ito,United States,California,San Francisco,94109,AW00029716,Farthermost Bike Shop,United States,California,Carson,90746,Bikes,Road Bikes,"Road-650 Black, 58",BK-R50B-58,486.7066,782.99,0.0,2.0,63.6429,1565.98,973.4132,592.5668000000001,465.28100000000006,0.0,SO44538,486.7066,782.99,0.0,1.0,49.6647,782.99,486.7066,296.28340000000003,246.61870000000002,0.0
SO48043,2006-11-01,Shu Ito,United States,California,San Francisco,94109,AW00029716,Farthermost Bike Shop,United States,California,Carson,90746,Bikes,Road Bikes,"Road-650 Black, 60",BK-R50B-60,486.7066,782.99,0.0,4.0,63.6429,3131.96,1946.8264,1185.1336000000001,930.5620000000001,0.0,SO44538,486.7066,782.99,0.0,3.0,49.6647,2348.9700000000003,1460.1198,888.8502000000003,739.8561000000003,0.0
SO48043,2006-11-01,Shu Ito,United States,California,San Francisco,94109,AW00029716,Farthermost Bike Shop,United States,California,Carson,90746,Bikes,Road Bikes,"Road-650 Red, 48",BK-R50R-48,486.7066,782.99,0.0,4.0,63.6429,3131.96,1946.8264,1185.1336000000001,930.5620000000001,0.0,SO44538,486.7066,782.99,0.0,3.0,49.6647,2348.9700000000003,1460.1198,888.8502000000003,739.8561000000003,0.0
SO48043,2006-11-01,Shu Ito,United States,California,San Francisco,94109,AW00029716,Farthermost Bike Shop,United States,California,Carson,90746,Bikes,Road Bikes,"Road-650 Black, 62",BK-R50B-62,486.7066,782.99,0.0,6.0,63.6429,4697.9400000000005,2920.2396,1777.7004000000006,1395.8430000000008,0.0,SO44538,486.7066,782.99,0.0,3.0,49.6647,2348.9700000000003,1460.1198,888.8502000000003,739.8561000000003,0.0
SO48043,2006-11-01,Shu Ito,United States,California,San Francisco,94109,AW00029716,Farthermost Bike Shop,United States,California,Carson,90746,Accessories,Helmets,"Sport-100 Helmet, Blue",HL-U509-B,13.0863,34.99,0.0,6.0,63.6429,209.94,78.5178,131.4222,-250.43519999999998,0.0,SO44538,13.0863,34.99,0.0,2.0,49.6647,69.98,26.1726,43.8074,-55.522000000000006,0.0
SO48043,2006-11-01,Shu Ito,United States,California,San Francisco,94109,AW00029716,Farthermost Bike Shop,United States,California,Carson,90746,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",LJ-0192-X,38.4923,49.99,0.0,2.0,63.6429,99.98,76.9846,22.995400000000004,-104.29039999999999,0.0,SO44538,38.4923,49.99,0.0,1.0,49.6647,49.99,38.4923,11.497700000000002,-38.167,0.0
SO48043,2006-11-01,Shu Ito,United States,California,San Francisco,94109,AW00029716,Farthermost Bike Shop,United States,California,Carson,90746,Clothing,Caps,AWC Logo Cap,CA-1098,6.9223,8.99,0.0,4.0,63.6429,35.96,27.6892,8.270800000000001,-246.30079999999998,0.0,SO44538,6.9223,8.99,0.0,2.0,49.6647,17.98,13.8446,4.135400000000001,-95.194,0.0
SO48043,2006-11-01,Shu Ito,United States,California,San Francisco,94109,AW00029716,Farthermost Bike Shop,United States,California,Carson,90746,Bikes,Road Bikes,"Road-650 Black, 48",BK-R50B-48,486.7066,782.99,0.0,3.0,63.6429,2348.9700000000003,1460.1198,888.8502000000003,697.9215000000004,0.0,SO44538,486.7066,782.99,0.0,5.0,49.6647,3914.95,2433.533,1481.417,1233.0935,0.0
SO48043,2006-11-01,Shu Ito,United States,California,San Francisco,94109,AW00029716,Farthermost Bike Shop,United States,California,Carson,90746,Bikes,Road Bikes,"Road-650 Red, 58",BK-R50R-58,486.7066,782.99,0.0,7.0,63.6429,5480.93,3406.9462,2073.9838000000004,1628.4835000000005,0.0,SO44538,486.7066,782.99,0.0,3.0,49.6647,2348.9700000000003,1460.1198,888.8502000000003,739.8561000000003,0.0
SO48044,2006-11-01,Jillian Carson,United States,Minnesota,Duluth,55802,AW00029930,Largest Bike Store,United States,Illinois,Chicago,60610,Components,Road Frames,"LL Road Frame - Red, 60",FR-R38R-60,187.1571,337.22,0.0,1.0,3.3068,337.22,187.1571,150.0629,146.7561,0.0,SO44543,187.1571,337.22,0.0,1.0,5.6714,337.22,187.1571,150.0629,144.3915,0.0
SO48049,2006-11-01,Linda Mitchell,United States,Utah,Nevada,84407,AW00029522,Resale Services,United States,California,Culver City,90232,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",LJ-0192-M,38.4923,49.99,0.0,5.0,35.1542,249.95000000000002,192.4615,57.488500000000016,-118.2825,0.0,SO44544,38.4923,49.99,0.0,1.0,45.0017,49.99,38.4923,11.497700000000002,-33.504,0.0
SO48049,2006-11-01,Linda Mitchell,United States,Utah,Nevada,84407,AW00029522,Resale Services,United States,California,Culver City,90232,Accessories,Helmets,"Sport-100 Helmet, Red",HL-U509-R,13.0863,34.99,0.0,4.0,35.1542,139.96,52.3452,87.6148,-53.00200000000001,0.0,SO44544,13.0863,34.99,0.0,1.0,45.0017,34.99,13.0863,21.9037,-23.098,0.0
SO48049,2006-11-01,Linda Mitchell,United States,Utah,Nevada,84407,AW00029522,Resale Services,United States,California,Culver City,90232,Clothing,Caps,AWC Logo Cap,CA-1098,6.9223,8.99,0.0,2.0,35.1542,17.98,13.8446,4.135400000000001,-66.173,0.0,SO44544,6.9223,8.99,0.0,3.0,45.0017,26.97,20.7669,6.203099999999999,-128.802,0.0
SO48049,2006-11-01,Linda Mitchell,United States,Utah,Nevada,84407,AW00029522,Resale Services,United States,California,Culver City,90232,Components,Mountain Frames,"HL Mountain Frame - Black, 42",FR-M94B-42,739.041,1349.6,0.0,2.0,35.1542,2699.2,1478.082,1221.1179999999997,1150.8095999999996,0.0,SO44544,739.041,1349.6,0.0,1.0,45.0017,1349.6,739.041,610.5589999999999,565.5572999999998,0.0
SO48049,2006-11-01,Linda Mitchell,United States,Utah,Nevada,84407,AW00029522,Resale Services,United States,California,Culver City,90232,Accessories,Helmets,"Sport-100 Helmet, Black",HL-U509,13.0863,34.99,0.0,3.0,35.1542,104.97,39.2589,65.7111,-39.75150000000001,0.0,SO44544,13.0863,34.99,0.0,3.0,45.0017,104.97,39.2589,65.7111,-69.294,0.0
SO48049,2006-11-01,Linda Mitchell,United States,Utah,Nevada,84407,AW00029522,Resale Services,United States,California,Culver City,90232,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",LJ-0192-X,38.4923,49.99,0.0,5.0,35.1542,249.95000000000002,192.4615,57.488500000000016,-118.2825,0.0,SO44544,38.4923,49.99,0.0,3.0,45.0017,149.97,115.4769,34.4931,-100.512,0.0
SO48049,2006-11-01,Linda Mitchell,United States,Utah,Nevada,84407,AW00029522,Resale Services,United States,California,Culver City,90232,Accessories,Helmets,"Sport-100 Helmet, Blue",HL-U509-B,13.0863,34.99,0.0,2.0,35.1542,69.98,26.1726,43.8074,-26.501000000000005,0.0,SO44544,13.0863,34.99,0.0,2.0,45.0017,69.98,26.1726,43.8074,-46.196,0.0
SO48049,2006-11-01,Linda Mitchell,United States,Utah,Nevada,84407,AW00029522,Resale Services,United States,California,Culver City,90232,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",LJ-0192-L,38.4923,49.99,0.0,3.0,35.1542,149.97,115.4769,34.4931,-70.96950000000001,0.0,SO44544,38.4923,49.99,0.0,4.0,45.0017,199.96,153.9692,45.99080000000001,-134.016,0.0
SO48062,2006-11-01,Tsvi Reiter,United States,Tennessee,Memphis,38103,AW00029880,Consolidated Sales,United States,South Carolina,Gaffney,29340,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",LJ-0192-L,38.4923,49.99,0.0,6.0,42.6509,299.94,230.9538,68.9862,-186.9192,0.0,SO44549,38.4923,49.99,0.0,5.0,122.5375,249.95000000000002,192.4615,57.488500000000016,-555.199,0.0
SO48062,2006-11-01,Tsvi Reiter,United States,Tennessee,Memphis,38103,AW00029880,Consolidated Sales,United States,South Carolina,Gaffney,29340,Clothing,Caps,AWC Logo Cap,CA-1098,6.9223,8.99,0.0,4.0,42.6509,35.96,27.6892,8.270800000000001,-162.3328,0.0,SO44549,6.9223,8.99,0.0,3.0,122.5375,26.97,20.7669,6.203099999999999,-361.40939999999995,0.0
SO48063,2006-11-01,Tsvi Reiter,United States,Tennessee,Memphis,38103,AW00029507,eCommerce Bikes,United States,Mississippi,Gulfport,39501,Accessories,Helmets,"Sport-100 Helmet, Blue",HL-U509-B,13.0863,34.99,0.0,9.0,23.2266,314.91,117.77669999999999,197.13330000000002,-11.90609999999998,0.0,SO44552,13.0863,34.99,0.0,1.0,154.9018,34.99,13.0863,21.9037,-132.99810000000002,0.0
SO48063,2006-11-01,Tsvi Reiter,United States,Tennessee,Memphis,38103,AW00029507,eCommerce Bikes,United States,Mississippi,Gulfport,39501,Components,Mountain Frames,"HL Mountain Frame - Silver, 38",FR-M94S-38,747.2002,1364.5,0.0,2.0,23.2266,2729.0,1494.4004,1234.5996,1188.1464,0.0,SO44552,747.2002,1364.5,0.0,1.0,154.9018,1364.5,747.2002,617.2998,462.398,0.0
SO48063,2006-11-01,Tsvi Reiter,United States,Tennessee,Memphis,38103,AW00029507,eCommerce Bikes,United States,Mississippi,Gulfport,39501,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",LJ-0192-M,38.4923,49.99,0.0,7.0,23.2266,349.93,269.4461,80.4839,-82.10230000000001,0.0,SO44552,38.4923,49.99,0.0,3.0,154.9018,149.97,115.4769,34.4931,-430.2123,0.0
SO48063,2006-11-01,Tsvi Reiter,United States,Tennessee,Memphis,38103,AW00029507,eCommerce Bikes,United States,Mississippi,Gulfport,39501,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",LJ-0192-L,38.4923,49.99,0.0,4.0,23.2266,199.96,153.9692,45.99080000000001,-46.9156,0.0,SO44552,38.4923,49.99,0.0,2.0,154.9018,99.98,76.9846,22.995400000000004,-286.8082,0.0
SO48063,2006-11-01,Tsvi Reiter,United States,Tennessee,Memphis,38103,AW00029507,eCommerce Bikes,United States,Mississippi,Gulfport,39501,Components,Mountain Frames,"HL Mountain Frame - Silver, 42",FR-M94S-42,747.2002,1364.5,0.0,3.0,23.2266,4093.5,2241.6005999999998,1851.8994000000002,1782.2196000000004,0.0,SO44552,747.2002,1364.5,0.0,2.0,154.9018,2729.0,1494.4004,1234.5996,924.796,0.0
SO48063,2006-11-01,Tsvi Reiter,United States,Tennessee,Memphis,38103,AW00029507,eCommerce Bikes,United States,Mississippi,Gulfport,39501,Accessories,Helmets,"Sport-100 Helmet, Black",HL-U509,13.0863,34.99,0.0,7.0,23.2266,244.93,91.6041,153.3259,-9.26030000000003,0.0,SO44552,13.0863,34.99,0.0,1.0,154.9018,34.99,13.0863,21.9037,-132.99810000000002,0.0
SO48063,2006-11-01,Tsvi Reiter,United States,Tennessee,Memphis,38103,AW00029507,eCommerce Bikes,United States,Mississippi,Gulfport,39501,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",LJ-0192-X,38.4923,49.99,0.0,7.0,23.2266,349.93,269.4461,80.4839,-82.10230000000001,0.0,SO44552,38.4923,49.99,0.0,3.0,154.9018,149.97,115.4769,34.4931,-430.2123,0.0
SO48063,2006-11-01,Tsvi Reiter,United States,Tennessee,Memphis,38103,AW00029507,eCommerce Bikes,United States,Mississippi,Gulfport,39501,Accessories,Helmets,"Sport-100 Helmet, Red",HL-U509-R,13.0863,34.99,0.0,8.0,23.2266,279.92,104.6904,175.2296,-10.583200000000005,0.0,SO44552,13.0863,34.99,0.0,2.0,154.9018,69.98,26.1726,43.8074,-265.99620000000004,0.0
SO48063,2006-11-01,Tsvi Reiter,United States,Tennessee,Memphis,38103,AW00029507,eCommerce Bikes,United States,Mississippi,Gulfport,39501,Components,Mountain Frames,"HL Mountain Frame - Black, 42",FR-M94B-42,739.041,1349.6,0.0,2.0,23.2266,2699.2,1478.082,1221.1179999999997,1174.6647999999998,0.0,SO44552,739.041,1349.6,0.0,2.0,154.9018,2699.2,1478.082,1221.1179999999997,911.3143999999998,0.0
SO48063,2006-11-01,Tsvi Reiter,United States,Tennessee,Memphis,38103,AW00029507,eCommerce Bikes,United States,Mississippi,Gulfport,39501,Components,Mountain Frames,"HL Mountain Frame - Silver, 46",FR-M94S-46,747.2002,1364.5,0.0,3.0,23.2266,4093.5,2241.6005999999998,1851.8994000000002,1782.2196000000004,0.0,SO44552,747.2002,1364.5,0.0,3.0,154.9018,4093.5,2241.6005999999998,1851.8994000000002,1387.1940000000002,0.0
SO48066,2006-11-01,Linda Mitchell,United States,Utah,Nevada,84407,AW00029901,Sturdy Toys,United States,California,Gilroy,95020,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",LJ-0192-L,38.4923,49.99,0.0,1.0,53.5308,49.99,38.4923,11.497700000000002,-42.0331,0.0,SO44551,38.4923,49.99,0.0,1.0,82.0656,49.99,38.4923,11.497700000000002,-70.56790000000001,0.0
SO48068,2006-11-01,Tsvi Reiter,United States,Tennessee,Memphis,38103,AW00029846,General Associates,United States,Florida,Hollywood,33021,Components,Road Frames,"LL Road Frame - Red, 62",FR-R38R-62,187.1571,337.22,0.0,1.0,11.0654,337.22,187.1571,150.0629,138.9975,0.0,SO44555,187.1571,337.22,0.0,1.0,41.1074,337.22,187.1571,150.0629,108.95550000000001,0.0
SO48068,2006-11-01,Tsvi Reiter,United States,Tennessee,Memphis,38103,AW00029846,General Associates,United States,Florida,Hollywood,33021,Bikes,Road Bikes,"Road-650 Black, 62",BK-R50B-62,486.7066,782.99,0.0,1.0,11.0654,782.99,486.7066,296.28340000000003,285.218,0.0,SO44555,486.7066,782.99,0.0,1.0,41.1074,782.99,486.7066,296.28340000000003,255.17600000000004,0.0
SO48068,2006-11-01,Tsvi Reiter,United States,Tennessee,Memphis,38103,AW00029846,General Associates,United States,Florida,Hollywood,33021,Components,Road Frames,"LL Road Frame - Black, 58",FR-R38B-58,204.6251,337.22,0.0,4.0,11.0654,1348.88,818.5004,530.3796000000001,486.1180000000001,0.0,SO44555,204.6251,337.22,0.0,1.0,41.1074,337.22,204.6251,132.59490000000002,91.48750000000003,0.0
SO48069,2006-11-01,Jillian Carson,United States,Minnesota,Duluth,55802,AW00029523,The Gear Store,United States,Texas,Houston,77003,Components,Mountain Frames,"HL Mountain Frame - Black, 42",FR-M94B-42,739.041,1349.6,0.0,3.0,49.9621,4048.7999999999997,2217.123,1831.6769999999997,1681.7906999999996,0.0,SO44556,739.041,1349.6,0.0,1.0,57.3122,1349.6,739.041,610.5589999999999,553.2467999999999,0.0
SO48069,2006-11-01,Jillian Carson,United States,Minnesota,Duluth,55802,AW00029523,The Gear Store,United States,Texas,Houston,77003,Accessories,Helmets,"Sport-100 Helmet, Red",HL-U509-R,13.0863,34.99,0.0,3.0,49.9621,104.97,39.2589,65.7111,-84.1752,0.0,SO44556,13.0863,34.99,0.0,4.0,57.3122,139.96,52.3452,87.6148,-141.634,0.0
SO48069,2006-11-01,Jillian Carson,United States,Minnesota,Duluth,55802,AW00029523,The Gear Store,United States,Texas,Houston,77003,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",LJ-0192-L,38.4923,49.99,0.0,1.0,49.9621,49.99,38.4923,11.497700000000002,-38.4644,0.0,SO44556,38.4923,49.99,0.0,5.0,57.3122,249.95000000000002,192.4615,57.488500000000016,-229.07249999999996,0.0
SO48069,2006-11-01,Jillian Carson,United States,Minnesota,Duluth,55802,AW00029523,The Gear Store,United States,Texas,Houston,77003,Accessories,Helmets,"Sport-100 Helmet, Blue",HL-U509-B,13.0863,34.99,0.0,1.0,49.9621,34.99,13.0863,21.9037,-28.0584,0.0,SO44556,13.0863,34.99,0.0,3.0,57.3122,104.97,39.2589,65.7111,-106.2255,0.0
SO48069,2006-11-01,Jillian Carson,United States,Minnesota,Duluth,55802,AW00029523,The Gear Store,United States,Texas,Houston,77003,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",LJ-0192-X,38.4923,49.99,0.0,4.0,49.9621,199.96,153.9692,45.99080000000001,-153.8576,0.0,SO44556,38.4923,49.99,0.0,3.0,57.3122,149.97,115.4769,34.4931,-137.4435,0.0
SO48069,2006-11-01,Jillian Carson,United States,Minnesota,Duluth,55802,AW00029523,The Gear Store,United States,Texas,Houston,77003,Clothing,Caps,AWC Logo Cap,CA-1098,6.9223,8.99,0.0,6.0,49.9621,53.94,41.5338,12.406199999999998,-287.3664,0.0,SO44556,6.9223,8.99,0.0,3.0,57.3122,26.97,20.7669,6.203099999999999,-165.7335,0.0
SO48069,2006-11-01,Jillian Carson,United States,Minnesota,Duluth,55802,AW00029523,The Gear Store,United States,Texas,Houston,77003,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",LJ-0192-M,38.4923,49.99,0.0,4.0,49.9621,199.96,153.9692,45.99080000000001,-153.8576,0.0,SO44556,38.4923,49.99,0.0,3.0,57.3122,149.97,115.4769,34.4931,-137.4435,0.0
